name,vendor,link,price,description,characteristics,reviews
"Actuateur Linéaire Miniature 12V Actuonix L16 50mm 150:1, Potentiomètre",Actuonix,https://eu.robotshop.com//fr/products/actuateur-lineaire-miniature-12v-actuonix-l16-50mm-1501-potentiometre#,"Prix en promotion€92,19","Actuonix présente l'Actuateur Linéaire Miniature L16, 12 V avec Potentiomètre de Feedback. La ligne unique d'actuateurs linéaires miniatures d'Actuonix permet une nouvelle génération de conceptions de produits dotés de mouvement, avec des capacités qui n'ont jamais été combinées auparavant dans un dispositif de cette taille. Ces actuateurs linéaires sont une excellente solution pour la conception de vos mécanismes de pousser/tirer. Les actuateurs L16 sont des dispositifs de mouvement linéaire complets et autonomes, avec une rétroaction en position pour des capacités de contrôle de position sophistiquées. Appliquez simplement une tension CC pour allonger l'actuateur, et inversez la polarité pour le rétracter. L'actuateur L16 a été conçu pour tracter ou pousser une charge le long de sa longueur de course complète.",,Average rating is 0.00 stars
Moyeu Universel Aluminium 6mm (4-40) Pololu,Pololu,https://eu.robotshop.com//fr/products/moyeu-universel-aluminium-6mm-4-40-pololu#,"Prix en promotion€11,47",,,Average rating is 4.28 stars
Capteur de Distance GP2Y0A41SK0F IR Sharp - 4 à 30 cm,Sharp,https://eu.robotshop.com//fr/products/capteur-distance-gp2y0a41sk0f-ir-sharp-4-30-cm#,"Prix en promotion€11,26",,,Average rating is 4.75 stars
Roue Omni Plastique 38mm Nexus,Nexus Robot,https://eu.robotshop.com//fr/products/roue-omni-plastique-38mm-nexus#,"Prix en promotion€4,75","La Roue Omni Plastique 38mm Nexus est la plus petite roue omnidirectionnelle de toutes les roues Omni de Nexus. C'est unique car ils peuvent rouler librement dans deux directions. Et cette roue omni 38mm dispose de 8 rouleaux en PU. Ses rouleaux sont plus durables, robustes et flexibles pour permettre à la roue de se déplacer facilement à 360 degrés. Cette roue omni 38mm s’applique aux petites voitures de robot, aux plates-formes de robot, aux petits jouets.","Diamètre: 38 mm Largeur: 23,4 mm Largeur axiale: 4 mm Nombre d'assiettes: 2 Nombre de rouleaux: 8 Matériau du corps: plastique Matériau du rouleau: TPR Poids net: 20 g Capacité de charge: 2 kg",Average rating is 5.00 stars
Convertisseur DC12V / 24V - 5V,Tinysine Electronics,https://eu.robotshop.com//fr/products/convertisseur-dc12v-24v-5v#,"Prix en promotion€10,95",C'est un module Convertisseur DC12V / 24V - 5V . Il vient dans un boîtier en aluminium étanche et est très approprié pour les applications de voiture. Il fonctionne parfaitement avec le relais USB / sans fil de la série TOSR. Vous pouvez donc utiliser votre smartphone pour contrôler facilement votre appareil de voiture.,"Entrée: DC 7 V - 40 V Courant de sortie max .: 5 A Efficacité: 96% 5,5 x 2,1 mm de taille standard Poids: 45 g",Average rating is 5.00 stars
Kit de téléchargement M5Stack ESP32,M5Stack,https://eu.robotshop.com//fr/products/kit-telechargement-m5stack-esp32#,"Prix en promotion€11,47",Le kit de téléchargement M5Stack ESP32 est une carte adaptateur USB-TTL pour ESP32/ESP8266. Cet article contient une puce CP2104/CH9102. Il prend en charge le téléchargement en une seule touche sans manuel de réinitialisation de la puce et de la broche. La carte enfichable et une rangée de pièces de broches de l'ensemble peuvent être si pratiques pour la carte de développement de la série ESP32/ESP8266 ou les produits de la série M5Stack pour la gravure de programme ou le débogage en série. Remarque : La puce CP2104 ou CH9102F peut être expédiée. Les deux sont de haute qualité.,"Circuit intégré USB-TTL : CP2104 / CH9102F Interface USB : Type C Débit en bauds : 300 bps à 2 Mbps Tampon : tampon de réception de 576 octets, tampon d'envoi de 576 octets Formats de données pris en charge : Bits de données : 5, 6, 7 et 8 | Bits d'arrêt : 1, 1,5 et 2 | Parité : pair, impair, marque, espace, pas de parité Poids : 10 grammes",Average rating is 0.00 stars
"Contrôleur de Deux Moteurs DC à 1A, 4.5V-13.5V Pololu - TB6612FNG",Pololu,https://eu.robotshop.com//fr/products/controleur-deux-moteurs-dc-1a-45v-135v-pololu-tb6612fng#,"Prix en promotion€5,70","Le Contrôleur de deux moteurs CC, 1 A, de 4,5 à 13,5 V, de Pololu est parfait pour contrôler deux moteurs CC bidirectionnels ou un moteur pas à pas bipolaire. Cette toute petite carte fournit un moyen simple d'utiliser le contrôleur de moteur double Toshiba TB6612FNG. Une tension recommandée pour le moteur de 4,5 à 13,5 V et une sortie en crête de 3 A par canal (1 A en continu).font de cette toute petite carte un contrôleur de moteur parfait pour des moteurs à faible consommation. Ce contrôleur de moteur double a un circuit d'arrêt thermique et une fréquence PWM maximale de 100 kHz. Cette petite platine vous donne un accès direct à toutes les fonctions du TB6612FNG et ajoute des condensateurs d'alimentation et une protection de batterie inversée sur l'alimentation du moteur (note : il n'y a pas de protection inversée sur la connexion Vcc) ","Contrôleur de moteur : TB6612FNG Canaux de moteur : 2 Tension de fonctionnement minimale : 4,5 V Tension de fonctionnement maximale : 13,5 V Courant de sortie en continu par canal : 1 A Courant de sortie en crête par canal : 3 A Courant de sortie parallèle en continu : 2 A Fréquence PWM maximale : 100 kHz Tension logique minimale : 2,7 V Tension logique maximale : 5,5 V Protection voltmétrique inversée ? : OUI",Average rating is 4.87 stars
Détection de Présence Humaine par Radar DFRobot à Ondes mm,DFRobot,https://eu.robotshop.com//fr/products/detection-presence-humaine-par-radar-dfrobot-ondes-mm#,"Prix en promotion€31,16","La détection de présence humaine par radar à ondes millimétriques DFRobot utilise la modulation FMCW, CW multimode et une structure d'antenne émettrice et réceptrice séparée. Le radar à ondes millimétriques peut détecter la présence humaine, les personnes stationnaires et en mouvement dans la zone de détection. De plus, il peut même détecter une présence humaine statique ou stationnaire telle qu'une personne endormie.  Il existe deux méthodes pour sortir le résultat de la détection: le port série et la quantité de commutateurs de port d'E / S. En outre, le module de capteur présente une forte fiabilité de détection, une sensibilité élevée, une petite taille, facile à utiliser ou à intégrer dans des applications.","Alimentation: 3,6 ~ 5 V Courant de fonctionnement: 90 mA Distance de détection: 9 m Puissance d'émission équivalente: 13-15 dBM Angle de faisceau: 100 * 40 ° Mode de modulation: FMCW, CW Fréquence de fonctionnement: 24 GHz Plage de température de fonctionnement: -40 ~ 85 ° C Vitesse de transmission: 9600",Average rating is 0.00 stars
Makerfabs Lorawan Capteur de Température / Humidité / Humidité du Sol (868 MHz),Makerfabs,https://eu.robotshop.com//fr/products/makerfabs-lorawan-capteur-temperature-humidite-humidite-du-sol-868-mhz#,"Prix en promotion€22,93","Le Makerfabs Lorawan Capteur de Température / Humidité / Humidité du Sol (868 MHz) est une solution très efficace pour ceux qui cherchent à utiliser un capteur avec TTN/ Helium. Ce capteur est une version améliorée du populaire capteur d'humidité LoRa, conservant sa base sur Atmega328P. Le contrôleur Atmega328P est connu pour sa compatibilité avec Arduino Uno, ce qui le rend convivial, surtout pour ceux qui sont familiers avec le matériel libre. Le module LoRaWAN RA08H, équipé d'un SoC ASR6601, est programmable, mais il peut ne pas être aussi convivial pour les débutants par rapport à l'Arduino Uno. Un autre avantage de ce contrôleur est son faible courant de veille, qui est inférieur à 1 μA. Cette caractéristique est particulièrement importante pour un nœud LoRaWAN qui nécessite une faible consommation d'énergie. Le capteur surveille l'humidité du sol à l'aide d'une méthode capacitive et est recouvert d'un matériau imperméable pour prévenir la corrosion, un problème courant avec les capteurs d'humidité du sol à mode résistif moins chers. De plus, il comprend un AHT10 intégré - un capteur de température/humidité de l'air, ce qui le rend adapté à une utilisation dans les serres. Le capteur est alimenté par trois piles AAA. Avec un courant de veille de 26 μA et un courant de travail de 4 mA, il peut fonctionner pendant plus d'un an en moyenne, en supposant un intervalle de message d'une heure et un fonctionnement en Classe A. Ce module est principalement conçu pour le prototypage et la création. Il est livré avec des cadres de firmware que les utilisateurs peuvent modifier pour obtenir une application LoRaWAN en quelques minutes. Les utilisateurs peuvent également ajuster des paramètres tels que l'intervalle de message LoRaWAN et ajouter ou supprimer librement des fonctions dans les codes. Cependant, il est important de noter qu'un routeur LoRaWAN est nécessaire pour le fonctionnement. Bien qu'un guide d'utilisation détaillé soit fourni, il est important de noter que ce n'est pas une note de fin LoRaWAN prête à l'emploi. Veuillez noter que ce produit nécessite la modification des codes basés sur les fichiers fournis pour créer une application LoRaWAN.","Bande ISM : 868 MHz Compatible Arduino Uno : Oui Courant de veille faible : <1 μA Courant de veille : 26 μA Courant de travail : 4 mA Tension d'alimentation : 4,7 ~ 3,5 V Batterie : 3x AAA (non incluses)",Average rating is 0.00 stars
goBILDA Série 1309 Moyeu Sonic Alésage 6mm,ServoCity,https://eu.robotshop.com//fr/products/gobilda-serie-1309-moyeu-sonic-alesage-6mm#,"Prix en promotion€9,21","Le goBILDA Série 1309 Moyeu Sonic Alésage 6mm est un composant polyvalent qui peut être utilisé avec un arbre rond de 6 mm, des entretoises de 6 mm de diamètre extérieur, des espaceurs et même un arbre en D de 6 mm. Le moyeu pèse 14 g et possède une finition anodisée transparente. Il est conçu pour s'adapter à différents cas d'utilisation, que ce soit pour se fixer sur un arbre en D ou sur tout autre objet, tout en permettant d'ajuster le moyeu indépendamment de la position plate de l'arbre. Comme tous les moyeux Sonic, ce modèle particulier est équilibré et équipé de deux boulons de pincement pour améliorer la force de serrage, tout en conservant un profil élégant. Il est conçu pour monter des composants sur un arbre de 6 mm de diamètre, ce qui en fait un ajout précieux à l'écosystème goBILDA, qui comprend une large gamme de pièces qui peuvent être directement boulonnées sur ce moyeu. Ces pièces vont des roues, engrenages, pignons, pignons de chenille, poulies de distribution, poulies de courroie ronde, poulies de treuil, aux bras de contrôle et plus encore. La conception innovante du moyeu Sonic garantit un équilibre parfait, éliminant le risque d'introduire des vibrations dans la construction, même dans les applications à grande vitesse. La conception brevetée assure une prise ferme sur l'arbre sans causer de dommages, et elle peut être facilement libérée lorsque le démontage est nécessaire. Le moyeu est méticuleusement usiné pour un ajustement de haute précision. Il est fabriqué en aluminium, ce qui garantit qu'il ne se corrodera pas et ne rouillera pas. Les boulons de serrage sont en acier zingué. L'utilisation de l'aluminium confère au moyeu un excellent rapport résistance/poids, ce qui le rend à la fois léger et robuste.",Matériau : Aluminium Finition : Anodisé transparent Poids : 14 g,Average rating is 0.00 stars
Scanner laser 360° Slamtec RPlidar S3 (40 m),Slamtec,https://eu.robotshop.com//fr/products/scanner-laser-360-slamtec-rplidar-s3-40-m#,"Prix en promotion€632,67","Le scanner laser 360° Slamtec RPlidar S3 (40 m) est une solution de scanner laser 2D 360° (LIDAR) de nouvelle génération à faible coût développée par SLAMTEC. Il peut effectuer jusqu'à 32000 échantillons de mesure laser par seconde avec une vitesse de rotation élevée. Équipé d'une technologie de transmission sans contact de puissance et de signal, il brise la limitation de durée de vie des systèmes LIDAR traditionnels pour fonctionner de manière stable pendant une longue période. Le RPLIDAR S3 est un scanner laser 2D qui peut réaliser un balayage 2D à 360° dans une plage de 40 mètres et produire une carte de nuage de points 2D de l'espace où il se trouve. Les données de nuage de points 2D générées peuvent être utilisées dans la cartographie, la localisation des robots, la navigation des robots et la modélisation des objets ou de l'environnement.  Comparé aux autres séries RPLIDAR, le RPLIDAR S3 offre une performance plus stable lors de la détection d'objets à longue distance, d'objets blancs ou noirs en alternance et d'objets exposés à la lumière directe du soleil, ce qui en fait un choix idéal pour la construction de cartes dans des environnements intérieurs ou extérieurs dans un rayon de mesure de 40 mètres. Par conséquent, il peut être largement utilisé dans de nombreux scénarios commerciaux orientés vers les consommateurs. La fréquence de balayage typique du RPLIDAR S3 est de 10 Hz (600 tr/min). Avec une fréquence de balayage de 10 Hz, le taux d'échantillonnage est de 32 KHz et la résolution angulaire est de 0,1125°. Grâce aux améliorations des performances de fonctionnement du matériel SLAMTEC et des algorithmes associés, le RPLIDAR S3 fonctionne bien dans tous les environnements intérieurs et extérieurs exposés à la lumière directe du soleil. De plus, avant de quitter l'usine, chaque RPLIDAR S3 a subi des tests rigoureux pour garantir que la puissance de sortie laser respecte la norme de sécurité oculaire de la classe 1 de l'IEC-60825.  Le RPLIDAR S3 est doté d'un système de détection de vitesse de rotation et d'adaptation. Le système ajuste automatiquement la résolution angulaire en fonction de la vitesse de rotation. Et il n'est pas nécessaire de fournir un système d'alimentation compliqué pour le RPLIDAR. De cette manière, le schéma d'alimentation simple permet d'économiser les coûts de BOM. Si la vitesse de rotation réelle du RPLIDAR est nécessaire, le système hôte peut obtenir les données correspondantes via l'interface de communication.","Précision : ±30 mm Résolution : 10 mm Taux d'échantillonnage : 32 KHz Longueur d'onde de travail : 895 - 915 nm Puissance laser : 25 W Durée d'impulsion : 5 ns Fréquence de balayage : Typ. 10 Hz, 10 ~ 20 Hz Résolution angulaire : Typ. 0,1125°, 0,1125° ~ 0,225° Interface de communication : TTL, UART Vitesse de communication : 1M Planéité du champ de balayage : 0° - 1,5° (d'autres exigences d'angle peuvent être personnalisées) Plage de distance : Objet blanc : 0,05-40 m (sous 70% de réflexion) | Objet noir : 0,05-15 m (sous 10% de réflexion) | 0,05 - 5 m (sous 2% de réflexion)  Plage de température de travail : -10 - 50 °C Plage de température de stockage : -20 - 60 °C Classe de sécurité laser : Classe 1 Scénarios d'application : Idéal pour les environnements intérieurs et extérieurs avec une résistance fiable à la lumière du jour (≥80 Klux) Poids : 115 g",Average rating is 0.00 stars
Batterie Lipo 1800mAh / 3.7V - 103450,BricoGeek,https://eu.robotshop.com//fr/products/1800mah-37v-103450-lipo-battery#,"Prix en promotion€8,35","Batterie Lipo (Lithium Polymère) de haute qualité d'une capacité de 1800 mAh, modèle 103450. Ce type de batterie fournit une alimentation électrique très efficace. Protégé avec circuit de contrôle.
",,Average rating is 0.00 stars
Câble de conversion Grove 4 broches mâle vers Grove 4 broches (5x),SeeedStudio,https://eu.robotshop.com//fr/products/cable-conversion-grove-4-broches-male-vers-grove-4-broches-5x#,"Prix en promotion€2,30","Le câble de conversion Grove 4 broches mâle vers Grove 4 broches (5x) est un système plug-and-play pratique avec une interface spécialisée, mais cela ne signifie pas qu'il ne peut pas être utilisé dans un écosystème ouvert comme une planche à pain.",,Average rating is 0.00 stars
Câble de Conversion M5Stack Grove2Dupont 20cm (5Paires),M5Stack,https://eu.robotshop.com//fr/products/cable-conversion-m5stack-grove2dupont-20cm-5paires#,"Prix en promotion€5,19","Le câble de conversion M5Stack Grove2Dupont 20 cm (5 paires) propose des câbles de conversion entre les connecteurs mâles HY2.0-4P vers des câbles 2,54 mâle/femelle Dupont. Cet ensemble comprend 5 câbles Grove - Dupont mâles et 5 câbles Grove - Dupont femelles.","Poids : 3,6 grammes",Average rating is 0.00 stars
Batterie Lipo 500mAh / 3.7V - 602535,BricoGeek,https://eu.robotshop.com//fr/products/bricogeek-batterie-lipo-500mah-37v-602535#,"Prix en promotion€5,99","Batterie Lipo (Lithium Polymère) de haute qualité d'une capacité de 500 mAh, modèle 602535. Ce type de batterie fournit une alimentation électrique très efficace. Protégé avec circuit de contrôle.
",,Average rating is 0.00 stars
Batterie Lipo 2000mAh / 3.7V - 505060,BricoGeek,https://eu.robotshop.com//fr/products/lipo-battery-2000mah-37v-505060#,"Prix en promotion€8,35","Batterie Lipo (Lithium Polymère) de haute qualité d'une capacité de 2000 mAh, modèle 505060. Ce type de batterie fournit une alimentation électrique très efficace. Protégé avec circuit de contrôle.
",,Average rating is 0.00 stars
Câble Grove vers JST-SH (Qwiic) - 20cm,Cytron,https://eu.robotshop.com//fr/products/cable-grove-vers-jst-sh-qwiic-20cm#,"Prix en promotion€1,15",Le câble Grove vers JST-SH (Qwiic) - 20 cm est un fantastique câble chimère équipé d'un STEMMA QT / Sparkfun Qwiic JST SH à une extrémité et d'un connecteur Grove à l'autre. Ce câble peut être utilisé avec les cartes STEMMA ou STEMMA QT/Qwiic pour connecter facilement les capteurs et les pilotes d'une carte à l'autre. Remarque : Les capteurs Maker Nano RP2040 et DHT20 ne sont PAS INCLUS.,"Courant nominal : 1,0 A (AWG#28) Tension nominale : 50 V Connecteur : bosquet à JST-SH Connecteur : JST 4 broches",Average rating is 0.00 stars
Batterie Lipo 120mAh / 3.7V - 401430,BricoGeek,https://eu.robotshop.com//fr/products/lipo-battery-120mah-37v-401430#,"Prix en promotion€3,99","Batterie Lipo (Lithium Polymère) de haute qualité d'une capacité de 120 mAh, modèle 401430. Ce type de batterie fournit une alimentation électrique très efficace. Protégé avec circuit de contrôle.
",,Average rating is 0.00 stars
Batterie Lipo 400mAh / 3.7V - 802030,BricoGeek,https://eu.robotshop.com//fr/products/lipo-battery-400mah-37v-802030#,"Prix en promotion€5,44","Batterie Lipo (Lithium Polymère) de haute qualité d'une capacité de 400 mAh, modèle 802030. Ce type de batterie fournit une alimentation électrique très efficace. Protégé avec circuit de contrôle.
",,Average rating is 0.00 stars
"Fil Flexinol 0.006"" LT Dynalloy",Dynalloy,https://eu.robotshop.com//fr/products/fil-flexinol-0006-lt-dynalloy#,"Prix en promotion€32,56",,,Average rating is 5.00 stars
Moteur CC à Brosses 12V 50 RPM 694 oz-in,DFRobot,https://eu.robotshop.com//fr/products/moteur-cc-brosses-12v-50-rpm-694-oz-in#,"Prix en promotion€13,23","Le Moteur CC à Brosses 12V 50 RPM 694 oz-in a des bobines en cuivre pur à 100 %, une couche moléculaire à haute densité, un réducteur métallique 100:1, une petite taille et un grand couple. Le couple maximum atteint 50 kg.cm, et il est stable et durable.","Tension nominale : 12 V Rapport de réduction des engrenages : 100:1 Diamètre de l'arbre de sortie en forme de D : 6 mm Vitesse à vide : 50 tr/min @ 12 V Courant à vide : 0,17 A Vitesse nominale : 45 tr/min @ 12 V Courant nominal : 0,68 A Couple nominal : 9 kg.cm Couple à rotor bloqué : 50 kg.cm Courant à rotor bloqué : 2,19 A Puissance : 5 W Poids : 210 g",Average rating is 4.67 stars
"Adaptateur Teensy 3.x, 4.x OctoWS2811 PJRC",PJRC,https://eu.robotshop.com//fr/products/adaptateur-teensy-3x-4x-octows2811-pjrc#,"Prix en promotion€11,52","Cet Adaptateur Teensy 3.x, 4.x OctoWS2811 PJRC connecte Teensy 3.x/4.x à des milliers de LED en utilisant la bibliothèque OctoWS2811. L'adaptateur comporte une puce tampon 74HCT245 et des résistances d'adaptation d'impédance de 100 ohms. Le câble Ethernet CAT6 est utilisé à partir de cette carte pour les bandes LED. Le câble CAT6 est conçu pour une bande passante très élevée, une interférence minimale entre les paires torsadées et une impédance de 100 ohms, pour un signal de très haute qualité. Les prises réseau RJ-45 permettent de déconnecter facilement votre réseau de LED de l'électronique.",,Average rating is 5.00 stars
Moteur à Rotor Sans Brosse 1000Kv 15A,Maytech,https://eu.robotshop.com//fr/products/moteur-rotor-sans-brosse-1000kv-15a#,"Prix en promotion€33,41",,,Average rating is 0.00 stars
Relais Ethernet 8 Canaux 16A - dS378,Devantech,https://eu.robotshop.com//fr/products/relais-ethernet-8-canaux-16a-ds378#,"Prix en promotion€109,67", Caractéristiques: ,"Ports série - 2 x ports série de niveau TTL, 1 x port RS485 Relais - 8 à 16Amp @ 24vdc ou 250vac, bornes à vis pour contacts N / ON / C et communs I / O - 7 canaux flexibles, votre choix d’entrée VFC, sortie NPN ou entrée analogique 10 bits. Communication - USB pour le développement, Ethernet RJ45 pour un accès normal Alimentation - prise 12V CC 2.1mm (adaptateur vendu séparément)",Average rating is 0.00 stars
Capteur radar à ondes millimétriques Seeed Studio 60 GHz Module de respiration et de rythme cardiaque,SeeedStudio,https://eu.robotshop.com//fr/products/capteur-radar-ondes-millimetriques-seeed-studio-60-ghz-module-respiration-rythme-cardiaque#,"Prix en promotion€51,86","Le capteur radar à ondes millimétriques Seeed Studio 60 GHz Module de respiration et de rythme cardiaque met en œuvre la détection du rythme respiratoire et du rythme cardiaque personnels sur la base de la théorie de la modulation de fréquence à ondes continues (FMCW) détectée, fournissant un environnement totalement privé et sécurisé, indépendamment des autres influences bruyantes. De plus, avec un algorithme standard intégré et une antenne embarquée, l'unité assure une sortie de signal simultanée avec une grande précision. Il représente une solution idéale pour les systèmes de radars biotiques sécurisés de haute précision, autorégulés, protégés par la confidentialité, dans les domaines de l'électronique grand public, de la santé ainsi que dans les applications industrielles.","Distance de détection (thoracique) : 0.4 - 2 m Précision de la mesure respiratoire : 90 %. Précision de la mesure du rythme cardiaque : 85 %. Temps de rafraîchissement : 1 - 30 S Temps de mise en place de l'observation : 20 S Tension de fonctionnement (VCC) : 4,6 - 6 V Courant de fonctionnement (ICC) : 150 mA Température de fonctionnement (TOP) : -20 - 60 °C Température de stockage (TST) : -40 - 80 °C Fréquence de fonctionnement (FTX) : 58 - 63.5 GHz Puissance émise (Pout) : 6 dBm Gain de l'antenne (GANT) : 4 dBi Faisceau horizontal (-3 dB) : -40 - 40 o Faisceau vertical (-3 dB) : -40 - 40 o",Average rating is 0.00 stars
Contrôleur Moteur DC à Brosses 60V 1x40A SDC2160S,RoboteQ,https://eu.robotshop.com//fr/products/controleur-moteur-dc-brosses-60v-1x40a-sdc2160s#,"Prix en promotion€386,06","Le Contrôleur Moteur DC à Brosses 60V 1x40A SDC2160S est conçu pour convertir les commandes reçues depuis une télécommande, un joystick analogique, un modem sans fil, un PC (via le port RS232 ou USB) ou un microordinateur, en sorties à courant élevé et haute tension pour commander un ou deux moteurs CC. ?Le contrôleur dispose d'un micro-ordinateur 32 bits à haute performance et d'entrées encodeur à quadrature pour exécuter des algorithmes de commandes avancées de mouvement en mode boucle ouverte ou boucle fermée (vitesse ou position). Le SDC2150S dispose d'un grand nombre d'E/S analogiques, à impulsions et numériques, qui peuvent être reroutées en tant qu'entrées de commandes ou de rétroactions, d'interrupteurs de fin de course ou de bien d'autres fonctions.  Caractéristiques",Type de moteur : À balais CC Tension maximale : 60V CC Nombre de canaux : 1 Direction : Avant/Arrière Ampères max par canal : 40A Ampères en continu par canal : 20A Résistance : 10 MOhm Connexions d'alimentation : Borne à vis Poids : 100g,Average rating is 5.00 stars
Tissu Conducteur en Lycra,PLUX,https://eu.robotshop.com//fr/products/tissu-conducteur-en-lycra#,"Prix en promotion€8,93","Le Tissu Conducteur en Lycra a l'aspect physique et le touché du Lycra ordinaire, mais est hautement conducteur. Peut être utilisé en tant que substitut souple. Sa résistance augmente lorsque vous tirez dessus et retombe lorsqu'il est étiré très étroitement en une mince bande, le matériau se réchauffe également lorsque le courant passe.",,Average rating is 0.00 stars
Connecteur Mâle XT60,Lynxmotion,https://eu.robotshop.com//fr/products/connecteur-male-xt60#,"Prix en promotion€1,04",,,Average rating is 5.00 stars
ElecFreaks micro: bit Smart Cutebot,ELECFreaks,https://eu.robotshop.com//fr/products/elecfreaks-micro-bit-smart-cutebot#,"Prix en promotion€34,46","L' ElecFreaks micro: bit Smart Cutebot est une voiture intelligente à propulsion arrière entraînée par deux moteurs haute vitesse. Sa structure minuscule en forme d'arc offre une sensation de résistance aux chocs et de confort. Il existe de nombreux types d'équipements embarqués sur le Cutebot, notamment un capteur à ultrasons et un capteur de distance, deux phares à LED RVB et des feux de gabarit en bas, deux sondes de suivi de ligne, un buzzer actif comme klaxon, et ainsi de suite! Conduisons votre première voiture intelligente micro: bit!","Tension de fonctionnement: 3,5 ~ 5 V (3 piles AAA) Buzzer: buzzer passif (P0) Contrôle infrarouge: Support (P16) Phares: 2 x LED GRB LED arc-en-ciel: 2 x Neopixel (P15) Connexion: 12C P1 P2 Type de moteur: moteur N20 Type à ultrasons: HC-SR04 +",Average rating is 0.00 stars
Waveshare Module de Gestion de l'Energie Solaire pour Panneau Solaire 6-24V,Waveshare,https://eu.robotshop.com//fr/products/waveshare-module-gestion-energie-solaire-pour-panneau-solaire-6-24v#,"Prix en promotion€10,67","Le Waveshare Module de Gestion de l'Energie Solaire pour Panneau Solaire 6-24V est conçu pour les panneaux solaires 6 ~ 24 V. Il peut charger la batterie Li rechargeable 3,7 V via un panneau solaire ou une connexion USB et fournit une sortie régulée 5 V / 1 A. ATTENTION : NE PAS mettre de batterie non rechargeable, comme une pile sèche, dans le support de batterie. Des conséquences graves, y compris une explosion, peuvent survenir si vous essayez de charger une batterie non rechargeable.","Tension d'entrée du panneau solaire (SOLAR IN): 6 ~ 24 V Tension d'entrée micro USB (USB IN): 5 V Pinheader / sortie USB (USB OUT): 5 V 1 A Tension de coupure de charge: 4,2 V ± 1% Tension de protection contre les décharges: 2,9 V ± 1% Efficacité de charge du panneau solaire: ~ 78% Efficacité de charge USB: ~ 82% Efficacité de sortie de la batterie 3,7 V: ~ 86% Courant de repos max: <2 mA Température de fonctionnement: -40 ~ 85 ° C Poids: 0,029 kg",Average rating is 0.00 stars
Réseau Logique Programmable (FPGA) iceFUN,Devantech,https://eu.robotshop.com//fr/products/reseau-logique-programmable-fpga-icefun#,"Prix en promotion€42,19","Un Réseau Logique Programmable (FPGA) iceFUN prend en charge la programmation USB, la réinitialisation et le démarrage du FPGA et fournit également 4 canaux analogiques 10 bits. Celles-ci sont disponibles via un port série vers le FPGA.  Le PIC génère également une horloge de 12 MHz pour le FPGA, qui peut être multipliée dans une PLL selon les besoins. L’alimentation provient de l’USB ou d’une tension nominale de 5 volts (3,5 V au maximum absolu 6 V).","3 pilotes RVB 12/24 V à courant élevé, 1 A par canal 4 canaux d'entrée analogiques 10 bits via PIC intégré 32 DEL rouges, matrice de DEL intégrée (4 x 8) 4 entrées à bouton-poussoir avec résistances de rappel 1 sondeur piézo pour sons ou airs 45 broches d’E / S FPGA disponibles (3,3 V) 7680 cellules logiques RAM intégrée de 128k bits (blocs de 32 x 4k bits) 2 PLL",Average rating is 0.00 stars
Ensemble de Chenilles Tamiya,Tamiya,https://eu.robotshop.com//fr/products/ensemble-chenilles-tamiya#,"Prix en promotion€7,72",,,Average rating is 4.50 stars
Roue Omnidirectionnelle 48mm (compatible Servomoteurs et Lego Mindstorms NXT),Nexus Robot,https://eu.robotshop.com//fr/products/roue-omnidirectionnelle-48mm-compatible-servomoteurs-lego-mindstorms-nxt#,"Prix en promotion€7,02","La Roue Omnidirectionnelle 48mm (compatible avec Servomoteurs et Lego Mindstorms NXT) est une roue simple, robuste, durable et à double rangée dont le mouvement à 360 ° facilite la manoeuvrabilité latérale et latérale. Il est disponible en double avec corps en plastique. L'axe transversal doit être connecté LEGO NXT et le centre de l'essieu doit être connecté au servomoteur ou au moteur T / T. La roue omni-plastique en plastique de 48 mm correspond à celle des kits LEGO NXT. Ils regarderont la pièce sur n'importe quel modèle LEGO. ",Matériau du corps: Nylon Matériau du rouleau: TPR Diamètre du rouleau: 13mm poids net: 39g,Average rating is 4.88 stars
Ruban Adhésif en Cuivre de 5mm (50'),Sparkfun Electronics,https://eu.robotshop.com//fr/products/ruban-adhesif-en-cuivre-5mm-50#,"Prix en promotion€4,55","Le Ruban Adhésif en Cuivre de 5mm (50') a d'innombrables applications dans l'électronique, de la création de traces profil bas pour les composants électriques aux blindages RF et la fabrication d'antennes. Le ruban en cuivre est même utilisé pour joindre des choses ensemble à l'aide de soudure, comme un vitrail sur des lampes Tiffany",,Average rating is 0.00 stars
Moteur à cardan iPower GM2804 avec encodeur AS5048A,iflight-rc,https://eu.robotshop.com//fr/products/moteur-cardan-ipower-gm2804-encodeur-as5048a#,"Prix en promotion€44,83","Le moteur à cardan iPower GM2804 avec encodeur AS5048A est le moteur à cardan sans balais ultime pour les caméras GoPro. Ce moteur est conçu pour les petites plates-formes multi-rotors cherchant à soulever des engrenages de la taille d'une GoPro - couple de 0,5 à 1 kg/cm. Le principe de la stabilisation de la caméra à l'aide de moteurs à entraînement direct sans balai, en fait, le cardan basé sur les moteurs BLDC est très similaire au cardan ordinaire basé sur le servo de loisir.","tr/min : 2149 - 2375 Couple (g): 250 - 350 Tension (V) : 10 V Courant (A): 0,07 A Configuration : 12N14P Tours d'enroulement : 0.19x1 - 100T Résistance (Ω): 5.57 Poids : 51 g",Average rating is 0.00 stars
